,Open,High,Low,Close,Volume
2024-08-26 11:24:38.625716,154.85872240254076,155.69007886552782,153.77908152477966,152.33319209242666,4838659
2024-08-27 11:24:38.625716,150.43208087806528,150.95513957254516,149.61332552103593,151.27410069505038,3816331
2024-08-28 11:24:38.625716,154.59613585048947,155.9914004443538,152.80766816549834,154.1946261700087,3334012
2024-08-29 11:24:38.625716,153.87000826546756,154.62888188766712,153.1521565732241,154.70410667699258,1058259
2024-08-30 11:24:38.625716,153.89747114536752,154.37691902582355,153.11365509391834,155.34862645661846,2504613
2024-09-02 11:24:38.625716,156.45110745425004,157.51280112210216,156.21793373223935,155.22041891327837,2579950
2024-09-03 11:24:38.625716,153.61971883948797,154.49918099709538,151.59154893127246,155.38666818995466,1438277
2024-09-04 11:24:38.625716,157.79855413869865,159.20605195356973,156.58059384292488,156.39930844613625,2609945
2024-09-05 11:24:38.625716,156.40705135738125,157.7512501499177,155.54504910720584,154.57540480950135,2964720
2024-09-06 11:24:38.625716,156.46360219910227,156.5742528211262,155.91552188769924,154.74718337173803,2812365
2024-09-09 11:24:38.625716,156.69663170797733,157.96837741228043,156.11668025378995,156.68441662810065,1542107
2024-09-10 11:24:38.625716,156.52281717603856,157.7173353001938,155.74557021829884,157.23342271920714,3321531
2024-09-11 11:24:38.625716,155.77800041448225,156.19261697137762,155.46469085265755,157.10276475839336,1901267
2024-09-12 11:24:38.625716,158.58047324980888,158.9029230909017,158.45488795593164,159.6486048781645,1169286
2024-09-13 11:24:38.625716,160.01836275156379,160.25602513476213,158.88398302513025,157.93856961253107,1555502
2024-09-16 11:24:38.625716,159.87345996631157,159.9095473654751,158.63251924812135,160.88411546342812,2306595
2024-09-17 11:24:38.625716,158.08235185233173,160.78168130274298,157.35584554756312,158.24809851016602,3707807
2024-09-18 11:24:38.625716,161.68990197272427,162.72641073496604,161.60815621724402,163.58274395855744,1941028
2024-09-19 11:24:38.625716,163.54205860171254,163.705287661893,161.51377843169715,161.8190655159425,4156282
2024-09-20 11:24:38.625716,161.80981270966532,162.87579311303898,160.65172372652236,160.5204099061623,1435878
2024-09-23 11:24:38.625716,160.4238255190963,160.55914794638338,160.15876074640443,161.5372111830646,3065327
2024-09-24 11:24:38.625716,164.28045715691664,164.33716990430597,163.00075195875786,161.79757358934347,2094270
2024-09-25 11:24:38.625716,163.6802287388733,164.43644377325012,162.66231496675036,164.33809957776754,2094979
2024-09-26 11:24:38.625716,164.53240472756428,164.98794309022188,164.47001612599254,165.90443408551303,3176993
2024-09-27 11:24:38.625716,161.4366008056282,161.59845666998538,160.28718722182572,161.17576547699235,3575820
2024-09-30 11:24:38.625716,164.9717746146682,167.65218257664094,164.74958014480785,166.5196510982369,1670460
2024-10-01 11:24:38.625716,164.62954870852172,165.16593113196498,163.54173426550523,163.08671469403126,3097977
2024-10-02 11:24:38.625716,165.7054533573843,167.04731828115024,165.01021372376977,164.1878229733813,1217535
2024-10-03 11:24:38.625716,166.97007745134357,167.2463898622932,166.56997154580029,165.82767685023845,4984335
2024-10-04 11:24:38.625716,166.23368580860293,166.2991730905402,165.98745974754567,166.98032056427135,2935253
2024-10-07 11:24:38.625716,167.35669499995515,168.1571812873068,166.54432323766207,166.96408673000303,4764093
2024-10-08 11:24:38.625716,164.64087869944234,165.74589849764362,164.63455014995543,165.26715706851556,4792780
2024-10-09 11:24:38.625716,163.75987071485937,164.4354287173419,162.93394273218027,165.2722493799436,4386586
2024-10-10 11:24:38.625716,163.56061805809728,163.82784465703176,161.60245071491101,163.66272613718158,3407482
2024-10-11 11:24:38.625716,166.8108103377431,168.11791384479787,166.5524968161594,165.60243362011482,1442555
2024-10-14 11:24:38.625716,167.28658911872813,167.29363277123065,165.78199251192646,168.13948584610506,3531658
2024-10-15 11:24:38.625716,165.10650267138857,165.50700918531712,164.964782553583,163.66042003899364,3582553
2024-10-16 11:24:38.625716,163.9506786546629,164.24942861965837,162.59466006946127,163.9083939022366,2939909
2024-10-17 11:24:38.625716,165.29682158266758,167.47860390436,165.22161691208774,166.4905803945703,2463363
2024-10-18 11:24:38.625716,170.15440555476923,170.51516216340443,169.5088025757019,169.98055880542307,1675939
2024-10-21 11:24:38.625716,172.92549923799416,173.00073725591767,172.88511554088154,172.2652373842773,4743838
2024-10-22 11:24:38.625716,174.35295531785874,174.78090631294668,173.78336273663385,172.27894452495119,2376814
2024-10-23 11:24:38.625716,171.1782802565307,172.4785887100602,170.49510203208794,172.69229362640982,2410731
2024-10-24 11:24:38.625716,172.16331444412216,173.35194511150354,172.1051184425233,172.72404042993884,2540851
2024-10-25 11:24:38.625716,170.23079353262392,170.76295952833266,169.8477762822492,171.48734748861656,4826826
2024-10-28 11:24:38.625716,173.86493560790626,175.98140774130007,171.4369332755398,172.63873704801765,4407271
2024-10-29 11:24:38.625716,171.84350017320205,172.03554380167284,170.9363848063028,172.587134420525,2302690
2024-10-30 11:24:38.625716,171.3920811514323,173.36465491395677,171.07887307072895,172.65900663881288,2409982
2024-10-31 11:24:38.625716,172.9640920996761,173.40829323901534,172.44865196813805,173.45050801842228,1643242
2024-11-01 11:24:38.625716,173.42853960865898,173.97293703150365,170.9857414136568,169.3866652848295,4040307
2024-11-04 11:24:38.625716,171.60742499642836,173.27267709093599,169.9103456805907,172.7749017572635,3441440
2024-11-05 11:24:38.625716,173.58716197172902,174.8043326520553,173.14431703091333,175.64957702726934,3519230
2024-11-06 11:24:38.625716,172.4790007576452,174.44069269746694,171.8273008661037,176.4843083296962,2823242
2024-11-07 11:24:38.625716,172.310479722079,173.2006594156725,170.73779932665792,174.6597439366121,1100302
2024-11-08 11:24:38.625716,176.34673765037329,176.42191597182853,175.7157071910823,176.17177929484424,2535323
2024-11-11 11:24:38.625716,174.23402673230973,174.67306654314663,173.42400673771968,171.88727698211923,4853610
2024-11-12 11:24:38.625716,177.19868052251005,177.3772680251815,176.49274800484915,175.20048374277684,1086692
2024-11-13 11:24:38.625716,179.88556426254124,180.03477966912777,179.28723910934116,177.80223978043384,3572658
2024-11-14 11:24:38.625716,176.7134395393921,177.13379470007047,175.98026335781853,176.34693589482464,1892266
2024-11-15 11:24:38.625716,181.18127291926223,182.18206793222043,181.07774046683673,181.716303743259,2598401
2024-11-18 11:24:38.625716,178.1275361019951,179.89983277093464,177.78116338341113,180.32578885988167,3527250
2024-11-19 11:24:38.625716,176.99473044189205,177.16157989455473,175.35524188855908,176.77660977761482,4944609
2024-11-20 11:24:38.625716,176.56163088419797,178.5205386650541,175.62788668916173,179.7338712780026,4388250
2024-11-21 11:24:38.625716,178.52398591168625,179.6481010915339,177.26765943158173,181.07502946475893,4009852
2024-11-22 11:24:38.625716,179.52828525185885,179.84989071280685,179.16774222281106,179.33678126379453,3801506
2024-11-25 11:24:38.625716,179.68429129749862,179.71347009958382,179.16892417742125,180.71173730978714,3778063
2024-11-26 11:24:38.625716,174.48678123359204,174.6484254914745,174.07208268635705,176.0558371609559,1188586
2024-11-27 11:24:38.625716,176.86689144454107,177.68993411172187,176.45093083923874,176.93828665012072,3482983
2024-11-28 11:24:38.625716,178.59602054155567,180.9491331832444,177.56325193132335,179.10449770431694,3284915
2024-11-29 11:24:38.625716,183.37844300504892,185.29167660206556,182.49929831892982,182.99733878190247,1628399
2024-12-02 11:24:38.625716,183.40683171815104,183.9571947992172,181.37821228034431,183.90681531577061,2258758
2024-12-03 11:24:38.625716,183.59532441632717,185.7968159146612,182.30264544823754,184.6628923377444,1001499
2024-12-04 11:24:38.625716,184.2006510255593,184.39065945610082,183.17223877112974,183.366650805744,1431714
2024-12-05 11:24:38.625716,189.70559363824435,190.20637122130995,188.28455050238364,190.64394518532092,4212744
2024-12-06 11:24:38.625716,187.74717382034905,187.9135554013091,187.01497716197477,187.78826963438019,4075705
