,Open,High,Low,Close,Volume
2024-08-26 11:24:38.615041,152.09300116333023,152.11219457872022,150.51539326582486,150.8817749996798,3039368
2024-08-27 11:24:38.615041,151.94594632874305,153.23558570123438,151.24634357659954,151.0760867873485,2664110
2024-08-28 11:24:38.615041,150.0889204584049,151.5832862237168,149.13065760520772,149.88002621586327,3869089
2024-08-29 11:24:38.615041,154.8831751042366,155.097700026759,153.92649801293072,152.293317669697,2296069
2024-08-30 11:24:38.615041,152.50434674362984,152.86665337429116,152.18292062422057,153.70032213694773,4660318
2024-09-02 11:24:38.615041,153.74970509518016,154.5883265925074,153.5303670885213,153.2273909532226,2064440
2024-09-03 11:24:38.615041,151.69845159257594,153.39232126249433,151.27761553311674,149.01692534958366,4744461
2024-09-04 11:24:38.615041,149.66317072910354,150.4789328897151,148.89755804430553,149.94924929552445,4345921
2024-09-05 11:24:38.615041,148.06998931886704,148.37720200886534,147.1330292351543,148.24557563525485,1559049
2024-09-06 11:24:38.615041,152.04749616641965,152.57423195508497,151.3450363646993,153.70120130098138,3035863
2024-09-09 11:24:38.615041,152.4558888618258,152.78817455932423,152.31534350748177,154.12715813093894,1392161
2024-09-10 11:24:38.615041,158.9199276014635,159.2053511136599,157.7935454311719,159.35311321256563,3570718
2024-09-11 11:24:38.615041,159.6045743266585,160.36013254910176,159.34010609749458,160.43408164599654,2208241
2024-09-12 11:24:38.615041,161.62659650693575,162.18530863004582,160.8042103180668,160.7829167354213,4419140
2024-09-13 11:24:38.615041,162.4597788939958,162.49432516766782,162.37350642494692,163.51893447367195,2247826
2024-09-16 11:24:38.615041,161.84211684296847,162.10421207226142,161.42675050176894,162.1261704699078,3188058
2024-09-17 11:24:38.615041,159.68518676039974,160.68261944687467,159.50056888306514,163.30965430442862,1249425
2024-09-18 11:24:38.615041,165.05403803969003,165.0936770373961,164.54369520219007,163.35938744303778,2167488
2024-09-19 11:24:38.615041,163.36160282561298,164.25264101518806,161.01357963552013,163.6985909173146,4622224
2024-09-20 11:24:38.615041,163.76358646089471,163.95875876344707,163.03999909567324,162.93946293967886,2623837
2024-09-23 11:24:38.615041,169.59767504225934,170.28598758168405,168.55064973663147,165.42272674914855,3192834
2024-09-24 11:24:38.615041,168.46983334087034,168.5267144802736,167.95233706304393,166.0294986384849,4375273
2024-09-25 11:24:38.615041,169.3933700918641,171.02256260957236,168.86058631736563,169.78217399379642,3645855
2024-09-26 11:24:38.615041,172.51469564223757,172.77885834104595,172.2777731713284,171.9761051592435,4403959
2024-09-27 11:24:38.615041,169.24123352931232,169.25763615443321,168.76472018653553,168.76776312299464,2735521
2024-09-30 11:24:38.615041,172.4430481664547,173.82093067103693,171.69820877449956,172.1448595078406,2299703
2024-10-01 11:24:38.615041,172.17736795137358,172.56522490049875,170.3357812933949,171.721507109148,2883670
2024-10-02 11:24:38.615041,169.53573397820824,169.68637654600386,168.62571224235265,170.56806281757562,3883109
2024-10-03 11:24:38.615041,169.93707959647253,171.6542338914997,169.34148341759976,170.8622643186963,4024484
2024-10-04 11:24:38.615041,168.63354565417774,169.8088693810537,168.41846245301875,170.10421358368174,4922195
2024-10-07 11:24:38.615041,170.8549494905713,171.07533553009984,169.35497239197534,169.84306538170102,4587824
2024-10-08 11:24:38.615041,169.6858839601743,170.57474336372172,169.18682918031678,169.1948596214368,3171120
2024-10-09 11:24:38.615041,169.89362275147963,171.20790917537556,168.92751061077217,173.16032709698078,1944587
2024-10-10 11:24:38.615041,172.0872358652871,173.26761028248418,171.74316483914595,171.52794285407492,2710912
2024-10-11 11:24:38.615041,173.1109037415236,173.5358008422483,172.13073435579935,172.6633878055308,3021687
2024-10-14 11:24:38.615041,175.07955316333474,175.87385907038734,174.3148346912113,176.72260596348983,2340185
2024-10-15 11:24:38.615041,175.44410963246585,176.04126150937478,174.94644100841194,176.10203839662427,3997836
2024-10-16 11:24:38.615041,176.42171148501362,176.6650604627235,176.00156321949098,176.34041580970103,2805284
2024-10-17 11:24:38.615041,177.86514219427426,177.91853820986765,177.76772784058534,178.94190253669962,4073110
2024-10-18 11:24:38.615041,181.6052008553705,182.09132295665842,181.49199487688495,179.30130408692634,1158102
2024-10-21 11:24:38.615041,180.21971293738932,181.46723398363795,179.72645222055013,179.13993711804306,2962826
2024-10-22 11:24:38.615041,176.5336035399071,176.58126209686694,176.4665244788206,175.82355005552176,2314320
2024-10-23 11:24:38.615041,175.9288535580985,176.19151694155042,175.68728902886275,175.67510150140188,4629191
2024-10-24 11:24:38.615041,175.16764863013836,175.32551857713548,174.56941933164705,174.10722572234906,2384816
2024-10-25 11:24:38.615041,175.16513960870284,175.59359866392558,174.60865230831925,176.1362584223655,1163120
2024-10-28 11:24:38.615041,176.81525646304178,177.7258144082306,176.70945521171097,178.92784306480505,2473161
2024-10-29 11:24:38.615041,177.46220487991766,178.46661726348609,175.54025506948258,175.607325408257,1747978
2024-10-30 11:24:38.615041,175.9893943486498,176.34148717520912,175.08490065882896,177.92027035522258,1780130
2024-10-31 11:24:38.615041,182.58125182826106,182.78118579903557,181.417085723612,183.9878219430859,1175104
2024-11-01 11:24:38.615041,186.28085175990927,186.36721858353076,185.59309498536388,185.88235973993747,4043948
2024-11-04 11:24:38.615041,182.25760182254106,183.5638322929419,181.29175097971694,183.53315727894147,1759868
2024-11-05 11:24:38.615041,184.54854796246934,187.259471240375,184.4583145067021,183.99106410971666,1929246
2024-11-06 11:24:38.615041,186.7947285734221,188.46256965168448,186.0435441651509,185.45168099508786,1402154
2024-11-07 11:24:38.615041,187.2919487817258,187.46689815727453,185.81564662850136,187.23835183303896,2064198
2024-11-08 11:24:38.615041,189.11582012039983,190.6790744924116,188.94809063837482,188.28282024797454,2573507
