,Open,High,Low,Close,Volume
2024-08-26 11:24:38.557952,148.4884059484446,148.79300255841372,147.9726981493484,149.6192085796099,1134320
2024-08-27 11:24:38.557952,148.49447530570077,148.67895110596268,147.7168785633971,149.1720919641561,1260049
2024-08-28 11:24:38.557952,149.20272531883904,151.8436337954341,147.29615741349357,148.19847336765326,1006863
2024-08-29 11:24:38.557952,147.5203488654443,148.95096673862457,146.9767792080581,148.5935724296521,4995059
2024-08-30 11:24:38.557952,147.29816330475396,148.51764323598914,146.75161541380984,148.3056201127801,2147448
2024-09-02 11:24:38.557952,147.9731073239587,148.35436305071084,146.90003782787122,147.20433454354824,2529113
2024-09-03 11:24:38.557952,148.29888503383486,149.47776260431985,147.1944460177053,148.3646243113317,3715148
2024-09-04 11:24:38.557952,149.80495993992122,150.73378456508127,149.5776725081507,148.7502292996675,3534032
2024-09-05 11:24:38.557952,150.28212495503217,151.82351887116906,149.76908181847202,150.98333634580106,2074151
2024-09-06 11:24:38.557952,149.33750510229714,150.37156991479424,149.10756495167212,151.97258566389235,1700975
2024-09-09 11:24:38.557952,145.30059127515608,146.43189973480148,142.92124792377334,146.953074717763,1427170
2024-09-10 11:24:38.557952,149.59860804163634,150.2277112709516,149.48013875547568,147.12369303503206,4807921
2024-09-11 11:24:38.557952,144.51876473900683,145.27698267297268,144.22247816882208,144.74792812016855,3579389
2024-09-12 11:24:38.557952,146.18192679665313,146.78248710015785,145.71875531010667,147.3025735433612,4990034
2024-09-13 11:24:38.557952,145.71397271883242,146.90369142351608,145.2825087383793,147.03409874601522,4767879
2024-09-16 11:24:38.557952,146.42119143724375,147.58357383285957,146.3243183568614,145.59259341337366,4094227
2024-09-17 11:24:38.557952,141.44026822113094,142.62364572694787,140.3734477899588,142.835658548113,3486703
2024-09-18 11:24:38.557952,145.39048890872985,146.05817579978802,145.35700853610862,144.09093282641476,1221327
2024-09-19 11:24:38.557952,147.16550188769463,148.41048907306555,147.06219991891163,146.7165483399982,1322810
2024-09-20 11:24:38.557952,147.02723042454878,147.50993171693798,145.48773188669196,149.45201498223892,3232608
2024-09-23 11:24:38.557952,146.42496731717014,147.06140446422927,146.22746804022174,148.10862701826085,2214218
2024-09-24 11:24:38.557952,150.38504746119852,150.71201702421354,147.74366431970165,149.29719132524988,2184570
