,Open,High,Low,Close,Volume
2024-08-26 11:24:38.603932,152.7082157484738,152.7778533859385,151.76667581324853,150.6216453443105,2557301
2024-08-27 11:24:38.603932,152.21994641464462,153.9152045497854,150.17581998405524,151.70562980172784,1640932
2024-08-28 11:24:38.603932,151.15162704306934,151.56977106421738,150.8011977422393,149.5529416422381,2588747
2024-08-29 11:24:38.603932,151.83753337100126,153.00561421189732,148.92389069063498,152.2090735041995,3519893
2024-08-30 11:24:38.603932,155.71691886934656,155.95774563979805,154.39882735540007,154.56266305952227,2662748
2024-09-02 11:24:38.603932,155.1802952260778,157.1118396914689,154.87907396632434,157.3701104709977,2888210
2024-09-03 11:24:38.603932,161.50065849367084,161.78892721989862,160.55126817483244,160.5589106303542,3077639
2024-09-04 11:24:38.603932,160.61242680360965,161.75052247086484,160.25001350930617,161.40373338110044,3458083
2024-09-05 11:24:38.603932,161.73043827712615,162.38533165609985,161.65845248906288,162.72352210999142,1182528
2024-09-06 11:24:38.603932,164.88583409616436,165.37829513250688,164.22524265405028,163.92716879936438,2094674
2024-09-09 11:24:38.603932,165.82208870416733,167.16596635560907,165.69516144994853,166.99533744193542,4445283
2024-09-10 11:24:38.603932,165.8698926442833,167.17929831167356,165.5233262511829,165.96840893549827,1402468
2024-09-11 11:24:38.603932,169.65398413758024,170.3852826046985,169.45658874674368,168.4148958054551,1109352
2024-09-12 11:24:38.603932,169.92748826701853,170.22956430396803,168.9406816982044,171.99642719741885,4459897
2024-09-13 11:24:38.603932,167.78603062510422,168.25369634485668,167.25436484044062,167.5860629157881,2484254
2024-09-16 11:24:38.603932,169.94224735518034,170.8338860898555,169.51683446337177,164.86185528981656,2474547
2024-09-17 11:24:38.603932,167.93031686305775,168.30017845893656,167.79062921806687,166.61846780676424,1649869
2024-09-18 11:24:38.603932,167.55871873828892,168.51067203625834,167.26763135317387,170.10981324442992,4758396
2024-09-19 11:24:38.603932,170.5030995061501,170.69311089695697,168.89707114131647,170.07015908738987,1757729
2024-09-20 11:24:38.603932,170.8324953836614,171.14077680672884,170.7054497777944,169.70181045064942,2307995
2024-09-23 11:24:38.603932,169.4996489823847,170.3710369857412,169.15566305702055,170.48374918112387,3619561
2024-09-24 11:24:38.603932,174.25377961866636,174.9613136282593,174.17669180949758,175.3699692391112,1155279
2024-09-25 11:24:38.603932,172.55523188652163,173.4952017273259,172.28165456749795,172.3731459834028,1269751
2024-09-26 11:24:38.603932,170.22790571863422,171.76465076330948,168.82302823344222,171.4076136488311,3301734
2024-09-27 11:24:38.603932,172.89845047996207,173.45073498135017,172.38437001265592,171.05291982216346,2759022
2024-09-30 11:24:38.603932,172.03457029990548,172.07366164611454,171.8767027484009,172.7262551261809,4678470
2024-10-01 11:24:38.603932,169.73929883274428,170.3893964867792,169.59587693259294,170.24098093586184,1483871
2024-10-02 11:24:38.603932,171.29572028609564,172.8179919477262,170.4830853797946,169.63906674061533,4788744
2024-10-03 11:24:38.603932,168.22417022264528,168.8891510806236,167.48168241952627,168.08026440808712,1239407
2024-10-04 11:24:38.603932,169.1326779497364,169.49891793980416,168.9866740555713,169.45155729597667,3199640
2024-10-07 11:24:38.603932,171.25015411487922,171.39987615199996,170.5450730986586,173.10140922044903,3937261
2024-10-08 11:24:38.603932,169.42921338177575,169.5602013383706,169.1118628585069,169.6944747637473,2399320
2024-10-09 11:24:38.603932,169.38350613278712,169.6956104840216,168.6333866893711,168.07603982093627,3614003
2024-10-10 11:24:38.603932,170.2107786922306,170.7787652723424,169.81135051935448,169.2147933446995,3791490
2024-10-11 11:24:38.603932,168.09940732317548,168.15858790768416,167.0043694716547,167.78839985896138,1636178
2024-10-14 11:24:38.603932,170.7218586318257,171.08214722026509,170.11543290198125,169.73750905766389,2234648
2024-10-15 11:24:38.603932,171.3123501230455,171.96462234214704,171.2340895532866,170.35098181163266,4879262
2024-10-16 11:24:38.603932,174.9499340694358,176.24522252533734,174.10677516103723,174.05478888129312,4924376
2024-10-17 11:24:38.603932,178.67099591293072,178.92777872371528,177.71524848608814,178.62273432662724,3631195
2024-10-18 11:24:38.603932,176.8141639965526,177.4895768065041,175.06787408109975,177.56119088797277,3018726
2024-10-21 11:24:38.603932,174.6320525195804,174.91069862227246,172.71798477614055,175.77826534463006,4085323
2024-10-22 11:24:38.603932,174.80249045885643,176.29165539035884,173.06453040301724,173.27442625323732,3700094
2024-10-23 11:24:38.603932,170.5989363726985,171.29120824046112,170.42859469759293,170.70811019187204,4891770
2024-10-24 11:24:38.603932,171.75681551447138,173.65540449241036,171.3865133595961,171.52591733804528,1124854
2024-10-25 11:24:38.603932,173.55885084393174,174.9493235364054,171.63983206623823,173.63674853941492,3742869
2024-10-28 11:24:38.603932,173.60059580347976,174.29978712419265,172.18534493428686,174.87554107087917,4865162
2024-10-29 11:24:38.603932,174.43379001302273,174.81582000641512,174.1001834147502,175.5127822692281,4517815
2024-10-30 11:24:38.603932,176.0280283768065,177.02285130503867,174.8247564465442,177.46406644483082,3055375
2024-10-31 11:24:38.603932,178.7772966864129,180.25441598356906,178.2471257582142,177.8173843692003,4857889
2024-11-01 11:24:38.603932,182.01518971319157,183.0432519635676,180.21514730009324,182.2930423923704,1257367
2024-11-04 11:24:38.603932,182.58206410158732,182.9496018894241,182.58173069954609,181.05229687903423,1863623
2024-11-05 11:24:38.603932,180.91668657682433,181.15052769447053,180.5237776703482,182.64968107096354,3576198
2024-11-06 11:24:38.603932,182.4999484496651,183.02307193821065,181.83967886797086,180.72178465133703,1602975
2024-11-07 11:24:38.603932,186.36669649159802,187.61687619932607,185.18504010357123,186.9275055346786,4718501
2024-11-08 11:24:38.603932,184.87226050231203,187.1727227019451,183.95564703117037,186.9724218754288,4420574
2024-11-11 11:24:38.603932,187.35585351180214,187.4775457396905,186.52065942395745,187.53778639543052,2295390
2024-11-12 11:24:38.603932,189.9236840723774,190.131986876475,187.59538000599795,189.993001421198,4775238
2024-11-13 11:24:38.603932,189.5537958624001,190.25395980233284,188.81626188413117,189.06133565013047,3510145
2024-11-14 11:24:38.603932,192.7356161676432,193.31447346732583,192.02809514572323,192.7494213011757,1712923
2024-11-15 11:24:38.603932,196.2453917008996,196.58273253973297,195.56723346246366,196.8559641917305,3979756
2024-11-18 11:24:38.603932,198.77221929459105,199.85902352902048,197.8385798079127,198.2920026797963,4812395
2024-11-19 11:24:38.603932,199.92351328887963,202.54602663742648,199.84381549729292,199.7137045015371,1943152
2024-11-20 11:24:38.603932,198.41547985262977,198.73363781139457,197.26933479345018,199.44868605608056,3386836
2024-11-21 11:24:38.603932,201.0429320088243,201.3049974748958,200.15126270982026,200.91257024952534,3688032
2024-11-22 11:24:38.603932,202.88951644959945,203.7433676317355,201.78083063930913,202.56428357639578,4981231
2024-11-25 11:24:38.603932,202.74918164485183,202.8736987818272,202.12608276195644,203.38215953919865,4765784
2024-11-26 11:24:38.603932,204.8923694949378,206.04585699052978,204.74399871567329,205.41206944164233,2359824
2024-11-27 11:24:38.603932,204.9161341339783,206.67303103591783,203.82099427302273,207.8987311879608,3547726
2024-11-28 11:24:38.603932,209.43142872803722,210.24173690057575,208.8752243294444,209.0917767711536,4223274
