,Open,High,Low,Close,Volume
2024-08-26 11:24:38.592766,150.0773468056492,150.83629142468683,150.06373128462627,150.6387133395718,2742880
2024-08-27 11:24:38.592766,151.33531956433046,151.41886635453162,150.87628890962722,151.34356454437773,1682010
2024-08-28 11:24:38.592766,151.95451883817944,152.39644842664387,151.2272807846219,153.23238390558282,4544616
2024-08-29 11:24:38.592766,156.8362928773216,157.3781656925405,155.46640692525432,156.0669171949241,4798157
2024-08-30 11:24:38.592766,154.86941390158233,156.09845909157815,153.5927535322971,155.4216620911942,3753049
2024-09-02 11:24:38.592766,156.88725550919074,158.19633595820264,155.42124377166462,154.6916034808458,4307903
2024-09-03 11:24:38.592766,156.70641868739855,158.47310447206416,154.8825269428725,155.92946700727222,3246094
2024-09-04 11:24:38.592766,155.89681913899165,156.29529791667153,154.906526396637,155.8678377837754,3756768
2024-09-05 11:24:38.592766,157.24282730514378,157.2702839713303,156.92100257132105,157.98975367765604,3084726
2024-09-06 11:24:38.592766,163.8460924838222,164.44725916057612,163.4996053892971,163.02548255227978,1404407
2024-09-09 11:24:38.592766,165.11702880739344,165.47917824943136,163.83030141803494,165.43056646896585,3654972
2024-09-10 11:24:38.592766,167.41963092375454,168.24588532317628,166.68793737033343,167.9374229951382,1471290
2024-09-11 11:24:38.592766,169.63525282015016,170.4336536194508,169.03476927403523,171.0476011939091,4162224
2024-09-12 11:24:38.592766,172.7361389011542,172.77120630379454,171.79661461898093,173.55316164384402,4211588
2024-09-13 11:24:38.592766,172.64416235479004,173.39115954246475,172.15710329141172,173.546940450317,2695573
2024-09-16 11:24:38.592766,174.6688017978504,176.8205618695948,173.52675679964617,175.4357690198037,4206703
2024-09-17 11:24:38.592766,173.47793743793056,174.00263730936777,172.6424406400502,171.85151429734532,3351322
2024-09-18 11:24:38.592766,176.01537719522852,176.5131064683133,176.00331825903316,176.32077765881363,1332675
2024-09-19 11:24:38.592766,176.00560889884187,177.7008134929103,175.88960912173386,177.88223334772186,3987013
2024-09-20 11:24:38.592766,176.5096968966274,177.08418764474789,176.14835826604153,176.21534281672442,1730505
2024-09-23 11:24:38.592766,175.13225624185222,175.89689984050773,174.67080047758049,177.10067066512258,1646345
2024-09-24 11:24:38.592766,175.53852921571712,176.0734919771847,175.45584754378308,176.8054494544223,1936828
2024-09-25 11:24:38.592766,176.88591480407052,177.11419225643587,176.0279723398377,178.06745479624777,3587447
2024-09-26 11:24:38.592766,174.60915663391893,174.64498233612954,173.65141152808388,175.36078168316712,3620767
2024-09-27 11:24:38.592766,172.85115490012777,173.2089962496973,171.64485677081748,173.9228353698588,3984622
